x,y,z
-51.813777923583984,-14.008920669555664,-7.6871747970581055
-51.856346130371094,-13.856546401977539,-7.8260979652404785
-52.04024887084961,-13.855488777160645,-7.930032730102539
-51.952003479003906,-13.84661865234375,-7.878962516784668
-51.736480712890625,-13.903388023376465,-7.737041473388672
-51.76764678955078,-13.851045608520508,-7.79874849319458
-51.72316360473633,-13.960553169250488,-7.6759209632873535
-51.64912033081055,-13.90764331817627,-7.6968770027160645
-51.67703628540039,-13.846306800842285,-7.766580104827881
-51.557350158691406,-13.901911735534668,-7.662543773651123
-51.5888557434082,-13.844565391540527,-7.736161231994629
-51.61457824707031,-13.957879066467285,-7.622286796569824
-51.47160720825195,-13.895967483520508,-7.635091304779053
-51.50469970703125,-13.83528995513916,-7.716452598571777
-51.51573944091797,-13.959549903869629,-7.574186325073242
-51.97498321533203,-13.785958290100098,-7.958770751953125
-52.060874938964844,-13.799657821655273,-8.016685485839844
-52.13181686401367,-13.842741012573242,-8.12421703338623
-52.11052322387695,-13.967466354370117,-7.940016746520996
-52.075897216796875,-14.032122611999512,-7.822321891784668
-52.123863220214844,-13.902754783630371,-8.026581764221191
-51.882713317871094,-13.7841796875,-7.908462047576904
-51.78754425048828,-13.783062934875488,-7.869942665100098
-51.691864013671875,-13.778156280517578,-7.83980655670166
-51.61812973022461,-13.785877227783203,-7.8044281005859375
-51.53948974609375,-13.7725191116333,-7.79323673248291
-51.99303436279297,-13.73320198059082,-8.04934310913086
-52.07352828979492,-13.758439064025879,-8.123456001281738
-51.90378952026367,-13.724079132080078,-7.9962005615234375
-51.8092041015625,-13.720208168029785,-7.950222969055176
-51.70695495605469,-13.718988418579102,-7.908289909362793
-51.597599029541016,-13.717571258544922,-7.8712897300720215
-52.00655746459961,-13.690982818603516,-8.15490436553955
-52.07852554321289,-13.712971687316895,-8.242682456970215
-52.14503860473633,-13.753595352172852,-8.331954956054688
-51.92192840576172,-13.67191219329834,-8.089927673339844
-51.83271026611328,-13.663090705871582,-8.041071891784668
-51.743770599365234,-13.663475036621094,-7.994060516357422
-51.65414810180664,-13.665888786315918,-7.954411506652832
-51.939823150634766,-13.625152587890625,-8.188790321350098
-52.02086639404297,-13.6473388671875,-8.258443832397461
-51.84996032714844,-13.61184310913086,-8.133953094482422
-51.75932693481445,-13.607165336608887,-8.089282989501953
-51.688682556152344,-13.615357398986816,-8.041781425476074
-51.582244873046875,-13.657445907592773,-7.945703029632568
-51.616737365722656,-13.606648445129395,-8.03210735321045
-51.954708099365234,-13.578452110290527,-8.287866592407227
-52.03436279296875,-13.6049222946167,-8.363645553588867
-52.0849723815918,-13.670733451843262,-8.341472625732422
-51.866817474365234,-13.564820289611816,-8.227417945861816
-51.771080017089844,-13.559918403625488,-8.174812316894531
-51.67161178588867,-13.564362525939941,-8.124391555786133
-51.970481872558594,-13.530879974365234,-8.38580322265625
-52.13135528564453,-13.580775260925293,-8.533055305480957
-52.15106964111328,-13.613088607788086,-8.53772258758545
-52.05398941040039,-13.548995971679688,-8.449848175048828
-52.13855743408203,-13.676695823669434,-8.448101997375488
-51.88161087036133,-13.510254859924316,-8.326860427856445
-51.79937744140625,-13.507996559143066,-8.275009155273438
-51.69756317138672,-13.517380714416504,-8.216939926147461
-51.56123352050781,-13.562676429748535,-8.100826263427734
-51.59292221069336,-13.520657539367676,-8.18610668182373
-52.075225830078125,-13.490358352661133,-8.532172203063965
-52.22032165527344,-13.57786750793457,-8.735272407531738
-52.20967102050781,-13.6403169631958,-8.643302917480469
-51.991764068603516,-13.472312927246094,-8.468419075012207
-51.90501022338867,-13.459696769714355,-8.411998748779297
-51.82781219482422,-13.442594528198242,-8.387141227722168
-51.729976654052734,-13.466325759887695,-8.312350273132324
-52.01070785522461,-13.418709754943848,-8.557939529418945
-52.09114456176758,-13.44377613067627,-8.631793975830078
-52.170433044433594,-13.4890718460083,-8.723052978515625
-51.926361083984375,-13.401819229125977,-8.495563507080078
-51.73819351196289,-13.41543197631836,-8.396254539489746
-51.79907989501953,-13.372781753540039,-8.486198425292969
-52.02641677856445,-13.370911598205566,-8.655423164367676
-52.116127014160156,-13.404438018798828,-8.720550537109375
-51.9412956237793,-13.355478286743164,-8.595158576965332
-51.85308074951172,-13.346631050109863,-8.544183731079102
-51.95958709716797,-13.304208755493164,-8.688104629516602
-52.047874450683594,-13.313584327697754,-8.739862442016602
-51.868988037109375,-13.299966812133789,-8.643519401550293
-51.8049430847168,-13.304634094238281,-8.612760543823242
-52.66286087036133,-13.574975967407227,-9.415644645690918
-52.56146240234375,-13.593785285949707,-9.403363227844238
-52.59141540527344,-13.518389701843262,-9.462508201599121
-52.69279098510742,-13.499431610107422,-9.47462272644043
-52.72861099243164,-13.517568588256836,-9.458076477050781
-52.694881439208984,-13.594525337219238,-9.402498245239258
-52.49067687988281,-13.53470516204834,-9.446640968322754
-52.659732818603516,-13.683086395263672,-9.359814643859863
-52.51443099975586,-13.661917686462402,-9.38050651550293
-52.44579315185547,-13.58969783782959,-9.40630054473877
-51.98149871826172,-13.243159294128418,-8.767131805419922
-52.06988525390625,-13.253241539001465,-8.81993579864502
-52.105472564697266,-13.26142692565918,-8.86281681060791
-52.13215637207031,-13.337461471557617,-8.802033424377441
-51.88797378540039,-13.246663093566895,-8.73337459564209
-51.775299072265625,-13.235444068908691,-8.720417976379395
-52.620399475097656,-13.443337440490723,-9.52200984954834
-52.69790267944336,-13.383365631103516,-9.563422203063965
-52.76287841796875,-13.44412899017334,-9.517729759216309
-52.51747512817383,-13.465667724609375,-9.514619827270508
-52.376243591308594,-13.518411636352539,-9.434155464172363
-52.40122985839844,-13.443575859069824,-9.49792766571045
-52.002166748046875,-13.187626838684082,-8.85411548614502
-52.11366271972656,-13.217353820800781,-8.95976734161377
-51.910831451416016,-13.185141563415527,-8.811976432800293
-51.81564712524414,-13.191009521484375,-8.781567573547363
-52.54320526123047,-13.396034240722656,-9.581459999084473
-52.6303596496582,-13.339971542358398,-9.628323554992676
-52.44573974609375,-13.407052040100098,-9.558321952819824
-51.934329986572266,-13.120989799499512,-8.886510848999023
-52.021812438964844,-13.131829261779785,-8.940383911132812
-52.051910400390625,-13.137134552001953,-8.972143173217773
-51.83988571166992,-13.1249418258667,-8.853494644165039
-51.744747161865234,-13.131134986877441,-8.823511123657227
-51.70943069458008,-13.182636260986328,-8.775017738342285
-52.46201705932617,-13.326348304748535,-9.698409080505371
-52.56025314331055,-13.313753128051758,-9.712492942810059
-52.39289474487305,-13.331759452819824,-9.614489555358887
-51.95563507080078,-13.062813758850098,-8.969740867614746
-52.058372497558594,-13.095198631286621,-9.071263313293457
-51.86667251586914,-13.055829048156738,-8.921181678771973
-51.77217102050781,-13.059374809265137,-8.887454986572266
-51.64305877685547,-13.126118659973145,-8.825286865234375
-51.67721176147461,-13.051908493041992,-8.884020805358887
-51.8870964050293,-12.998373031616211,-9.005392074584961
-52.051082611083984,-13.042040824890137,-9.143877983093262
-51.971378326416016,-13.01503849029541,-9.067319869995117
-51.80573654174805,-12.987582206726074,-8.981832504272461
-51.70930480957031,-12.984594345092773,-8.950349807739258
-52.12614440917969,-13.078801155090332,-9.234094619750977
-52.07010269165039,-12.988966941833496,-9.234186172485352
-52.14232635498047,-13.011682510375977,-9.373557090759277
-52.16309356689453,-13.111150741577148,-9.264965057373047
-52.16917419433594,-13.170787811279297,-9.155401229858398
-51.98799133300781,-12.966205596923828,-9.163495063781738
-51.905330657958984,-12.946910858154297,-9.097978591918945
-51.836490631103516,-12.939111709594727,-9.069400787353516
-52.00618362426758,-12.914438247680664,-9.255753517150879
-52.085487365722656,-12.923381805419922,-9.377092361450195
-51.92189025878906,-12.897727012634277,-9.193633079528809
-51.94071960449219,-12.843538284301758,-9.282185554504395
-52.02289581298828,-12.86652660369873,-9.3533296585083
-51.77024841308594,-12.883495330810547,-9.120655059814453
-51.80036163330078,-12.83743667602539,-9.210792541503906
-51.95906448364258,-12.792628288269043,-9.375650405883789
-52.03321838378906,-12.83011245727539,-9.46684455871582
-52.0878791809082,-12.888309478759766,-9.483802795410156
-51.875465393066406,-12.77385425567627,-9.31075668334961
-52.02096176147461,-12.78486156463623,-9.536802291870117
-52.096885681152344,-12.842823028564453,-9.579144477844238
-51.94755935668945,-12.759871482849121,-9.451393127441406
-51.80642318725586,-12.764263153076172,-9.290390968322754
-51.84537124633789,-12.71665096282959,-9.377991676330566
-20.484939575195312,-13.126199722290039,1.4198927879333496
-20.51382064819336,-13.031020164489746,1.4926246404647827
-20.550987243652344,-13.135944366455078,1.3971538543701172
-20.419967651367188,-13.045949935913086,1.4994407892227173
-20.491504669189453,-13.242703437805176,1.30862557888031
-20.434696197509766,-13.163414001464844,1.3947210311889648
-20.46343231201172,-12.939936637878418,1.5775179862976074
-20.572566986083984,-12.953922271728516,1.5331534147262573
-20.605104446411133,-13.040506362915039,1.4578794240951538
-20.363140106201172,-12.95926284790039,1.5838569402694702
-20.304973602294922,-13.054292678833008,1.5054731369018555
-20.355506896972656,-13.13939094543457,1.420859932899475
-20.54126739501953,-12.876212120056152,1.5996599197387695
-20.677528381347656,-12.967094421386719,1.4845319986343384
-20.6439151763916,-12.87999439239502,1.5548317432403564
-20.25945281982422,-12.990126609802246,1.575221300125122
-20.290283203125,-12.880556106567383,1.6629892587661743
-20.205766677856445,-12.911368370056152,1.650368571281433
-20.184823989868164,-13.089899063110352,1.481882095336914
-20.17727279663086,-13.001819610595703,1.5752671957015991
-20.13161849975586,-12.851602554321289,1.6944568157196045
-20.12160301208496,-12.944211959838867,1.62221097946167
-19.995071411132812,-12.707864761352539,1.7872897386550903
-20.07417106628418,-12.781440734863281,1.7468105554580688
-19.98807716369629,-12.807406425476074,1.697268009185791
-19.909015655517578,-12.790390014648438,1.67088782787323
-19.9265193939209,-12.666015625,1.8208885192871094
-19.910551071166992,-12.547382354736328,1.9367690086364746
-20.11355209350586,-12.29309368133545,2.1791648864746094
-20.016992568969727,-12.310075759887695,2.1751108169555664
-20.17041778564453,-12.252497673034668,2.200117349624634
-20.046655654907227,-12.213663101196289,2.2611541748046875
-20.139719009399414,-12.200281143188477,2.2512035369873047
-20.367822647094727,-12.105325698852539,2.216540575027466
-20.427536010742188,-12.027307510375977,2.223870038986206
-20.48647117614746,-12.17130184173584,2.0881855487823486
-20.268402099609375,-12.11722183227539,2.25825572013855
-20.17186737060547,-12.106579780578613,2.3078489303588867
-20.33896255493164,-12.023222923278809,2.2810702323913574
-20.242938995361328,-12.002187728881836,2.3434433937072754
-20.306961059570312,-11.904977798461914,2.372145652770996
-20.423274993896484,-11.876337051391602,2.310471534729004
-20.513275146484375,-11.98976993560791,2.169929027557373
-20.334228515625,-11.876080513000488,2.365201950073242
-20.54864501953125,-12.089200973510742,2.090301275253296
-20.17595863342285,-11.986286163330078,2.3925883769989014
-20.228919982910156,-11.882553100585938,2.4364452362060547
-34.44609451293945,-16.430526733398438,-3.30635142326355
-34.34312438964844,-16.452207565307617,-3.3046605587005615
-34.377784729003906,-16.36760139465332,-3.347698926925659
-34.46623992919922,-16.357572555541992,-3.348883867263794
-34.500343322753906,-16.508522033691406,-3.252579689025879
-34.43501663208008,-16.496004104614258,-3.268470048904419
-34.537784576416016,-16.41497039794922,-3.2842042446136475
-34.2401237487793,-16.473892211914062,-3.3029699325561523
-34.27405548095703,-16.391292572021484,-3.34932279586792
-34.336036682128906,-16.51027488708496,-3.269963502883911
-34.17121124267578,-16.413841247558594,-3.3492531776428223
-34.240352630615234,-16.504703521728516,-3.2760119438171387
-34.14194869995117,-16.52284812927246,-3.2911527156829834
-35.47715759277344,-16.20475196838379,-3.489072799682617
-35.378726959228516,-16.21603775024414,-3.4703760147094727
-35.40958023071289,-16.139873504638672,-3.527303695678711
-35.50803756713867,-16.128765106201172,-3.546266555786133
-35.6069450378418,-16.179763793945312,-3.49483323097229
-35.56792449951172,-16.2479305267334,-3.432090997695923
-35.46957015991211,-16.259532928466797,-3.4257826805114746
-35.277400970458984,-16.2352237701416,-3.464850902557373
-35.30979537963867,-16.155864715576172,-3.516587734222412
-35.34027099609375,-16.28110694885254,-3.4131722450256348
-35.17725372314453,-16.248737335205078,-3.449753522872925
-35.21061325073242,-16.168981552124023,-3.50093936920166
-35.23269271850586,-16.35025978088379,-3.349409341812134
-35.1712532043457,-16.285917282104492,-3.3960745334625244
-35.11052703857422,-16.182693481445312,-3.4861996173858643
-35.071571350097656,-16.28829002380371,-3.37829327583313
-34.68059539794922,-16.315824508666992,-3.3742311000823975
-34.57998275756836,-16.3331298828125,-3.3654634952545166
-34.61009979248047,-16.258892059326172,-3.4254159927368164
-34.71018981933594,-16.244997024536133,-3.439897298812866
-34.7736930847168,-16.31770133972168,-3.3523828983306885
-34.7360954284668,-16.388919830322266,-3.2936081886291504
-34.63726806640625,-16.404329299926758,-3.2918550968170166
-34.51021957397461,-16.27421760559082,-3.4134364128112793
-34.5435676574707,-16.36902618408203,-3.3350777626037598
-34.30792999267578,-16.30807113647461,-3.3946008682250977
-34.414859771728516,-16.278820037841797,-3.384021282196045
-34.213645935058594,-16.34882164001465,-3.378807783126831
-34.0823860168457,-16.457176208496094,-3.3493471145629883
-34.12075424194336,-16.370426177978516,-3.382434844970703
-35.440635681152344,-16.065288543701172,-3.5868983268737793
-35.482582092285156,-16.032716751098633,-3.620166540145874
-35.54545211791992,-16.114831924438477,-3.540520668029785
-35.34074783325195,-16.08058738708496,-3.5748233795166016
-35.24003219604492,-16.09695053100586,-3.5645570755004883
-35.1400260925293,-16.111221313476562,-3.5506956577301025
-35.01148223876953,-16.1967716217041,-3.472141742706299
-35.042388916015625,-16.121170043945312,-3.529951810836792
-35.006439208984375,-16.248126983642578,-3.411276340484619
-34.91227722167969,-16.209739685058594,-3.4563300609588623
-34.94158172607422,-16.136917114257812,-3.518618106842041
-34.810882568359375,-16.22846221923828,-3.4498956203460693
-34.84105682373047,-16.154603958129883,-3.5104682445526123
-34.91211700439453,-16.23793601989746,-3.4215943813323975
-34.73869705200195,-16.17369270324707,-3.5044946670532227
-34.80923843383789,-16.274921417236328,-3.4093174934387207
-34.64019775390625,-16.18450355529785,-3.4852054119110107
-34.54037094116211,-16.20020866394043,-3.473841905593872
-34.44269943237305,-16.209718704223633,-3.4522836208343506
-34.344390869140625,-16.221853256225586,-3.4351069927215576
-34.241363525390625,-16.24335479736328,-3.433159828186035
-34.186824798583984,-16.294063568115234,-3.408175230026245
-35.36857223510742,-16.01136589050293,-3.6430177688598633
-35.266998291015625,-16.02886199951172,-3.634446859359741
-35.16853332519531,-16.039915084838867,-3.615293264389038
-35.069515228271484,-16.05416488647461,-3.6018126010894775
-34.97099685668945,-16.06485939025879,-3.5821402072906494
-34.87111282348633,-16.08016014099121,-3.5700652599334717
-34.76973342895508,-16.09899139404297,-3.5640156269073486
-34.66972732543945,-16.11323356628418,-3.5500590801239014
-34.57206726074219,-16.12303352355957,-3.5291481018066406
-34.47130584716797,-16.13911247253418,-3.518238067626953
-34.37369918823242,-16.149057388305664,-3.4974939823150635
-34.2745475769043,-16.162405014038086,-3.4822988510131836
-34.17300796508789,-16.180131912231445,-3.4741806983947754
-35.2957763671875,-15.959429740905762,-3.702350616455078
-35.394283294677734,-15.94151782989502,-3.715642213821411
-35.19575119018555,-15.973756790161133,-3.6886801719665527
-35.09571838378906,-15.987822532653809,-3.6744613647460938
-34.99747848510742,-16.000446319580078,-3.658289670944214
-34.898868560791016,-16.0105037689209,-3.637449026107788
-34.79893112182617,-16.025423049926758,-3.6247541904449463
-34.6992073059082,-16.04163932800293,-3.6144909858703613
-34.60057830810547,-16.051555633544922,-3.593484878540039
-34.50214767456055,-16.062841415405273,-3.574784517288208
-34.403804779052734,-16.074764251708984,-3.5572524070739746
-34.30626678466797,-16.085386276245117,-3.5377700328826904
-34.204803466796875,-16.103641510009766,-3.530435085296631
-34.103302001953125,-16.121625900268555,-3.5228652954101562
-34.11452865600586,-16.22401237487793,-3.4647228717803955
-35.226016998291016,-15.900535583496094,-3.750417470932007
-35.302825927734375,-15.886373519897461,-3.7625274658203125
-35.124412536621094,-15.917827606201172,-3.7414886951446533
-35.024452209472656,-15.932597160339355,-3.7286267280578613
-34.92522430419922,-15.945213317871094,-3.7119791507720947
-34.82760238647461,-15.95525074005127,-3.691519260406494
-34.727603912353516,-15.969574928283691,-3.677852153778076
-34.629268646240234,-15.981525421142578,-3.6604154109954834
-34.532447814941406,-15.99008560180664,-3.637427806854248
-34.433204650878906,-16.002586364746094,-3.620706558227539
-34.3371696472168,-16.009546279907227,-3.595123291015625
-34.23723602294922,-16.024513244628906,-3.582624912261963
-34.13422775268555,-16.045936584472656,-3.580385684967041
-34.04765701293945,-16.1498966217041,-3.5029423236846924
-33.97893524169922,-16.076988220214844,-3.546624183654785
-35.156986236572266,-15.83967113494873,-3.7952702045440674
-35.241966247558594,-15.819002151489258,-3.8055472373962402
-35.0545654296875,-15.85832405090332,-3.7884860038757324
-34.95535659790039,-15.871291160583496,-3.7726709842681885
-34.85472106933594,-15.888212203979492,-3.763286828994751
-34.757198333740234,-15.898747444152832,-3.7435145378112793
-34.65874099731445,-15.909849166870117,-3.724557638168335
-34.56017303466797,-15.920199394226074,-3.704362154006958
-34.464195251464844,-15.927566528320312,-3.679490566253662
-34.36561584472656,-15.937834739685059,-3.6590092182159424
-34.267311096191406,-15.949989318847656,-3.641930103302002
-34.16667938232422,-15.966963768005371,-3.6327366828918457
-34.06739807128906,-15.979408264160156,-3.6158268451690674
-34.01189041137695,-15.994361877441406,-3.5982208251953125
-35.08782958984375,-15.77793025970459,-3.83850359916687
-35.1804084777832,-15.753826141357422,-3.8511009216308594
-34.98792266845703,-15.79308032989502,-3.8262617588043213
-34.8871955871582,-15.8093900680542,-3.8158047199249268
-34.78568649291992,-15.827320098876953,-3.808044195175171
-34.687225341796875,-15.838401794433594,-3.7889859676361084
-34.589622497558594,-15.848373413085938,-3.7683374881744385
-34.493526458740234,-15.854927062988281,-3.7420389652252197
-34.39736557006836,-15.861039161682129,-3.714935541152954
-34.29812240600586,-15.873747825622559,-3.6985719203948975
-34.19821548461914,-15.888689994812012,-3.685972213745117
-34.09821701049805,-15.903194427490234,-3.6725640296936035
-34.00139617919922,-15.911545753479004,-3.6492185592651367
-35.060672760009766,-15.720598220825195,-3.8798511028289795
-35.119544982910156,-15.686429023742676,-3.894028902053833
-34.921207427978516,-15.727139472961426,-3.862678289413452
-34.982669830322266,-15.70438289642334,-3.8772499561309814
-34.81818771362305,-15.748666763305664,-3.8608226776123047
-34.718162536621094,-15.763002395629883,-3.847153902053833
-34.61983108520508,-15.774979591369629,-3.8298122882843018
-34.522884368896484,-15.78248405456543,-3.8049468994140625
-34.42746353149414,-15.786650657653809,-3.774721145629883
-34.329986572265625,-15.797511100769043,-3.7553746700286865
-34.22920227050781,-15.813642501831055,-3.7446608543395996
-34.130836486816406,-15.82538890838623,-3.7268664836883545
-34.03244400024414,-15.836933135986328,-3.7087180614471436
-33.934776306152344,-15.846477508544922,-3.6872565746307373
-33.91033172607422,-16.004657745361328,-3.5934627056121826
-33.838905334472656,-15.933816909790039,-3.646240472793579
-34.85072708129883,-15.670306205749512,-3.9142465591430664
-34.95907974243164,-15.629018783569336,-3.928453207015991
-34.74985122680664,-15.685564994812012,-3.901911735534668
-34.650665283203125,-15.698680877685547,-3.886263370513916
-34.55317687988281,-15.70944595336914,-3.8669443130493164
-34.456932067871094,-15.714974403381348,-3.8388631343841553
-34.360748291015625,-15.720911026000977,-3.811497449874878
-34.260860443115234,-15.736001014709473,-3.7990610599517822
-34.160865783691406,-15.750539779663086,-3.7857460975646973
-34.063350677490234,-15.761122703552246,-3.7661705017089844
-33.96474075317383,-15.771186828613281,-3.7453277111053467
-33.87364959716797,-15.849799156188965,-3.69171142578125
-34.78160095214844,-15.608776092529297,-3.9578356742858887
-34.898521423339844,-15.570841789245605,-3.982689380645752
-34.683841705322266,-15.61767578125,-3.9352080821990967
-34.58549880981445,-15.629571914672852,-3.9175806045532227
-34.487056732177734,-15.640789985656738,-3.8990066051483154
-34.389320373535156,-15.650074005126953,-3.8769989013671875
-34.29324722290039,-15.656567573547363,-3.850506067276001
-34.191917419433594,-15.675719261169434,-3.8448877334594727
-34.09334182739258,-15.686222076416016,-3.8248558044433594
-33.995643615722656,-15.695555686950684,-3.8030388355255127
-33.89888000488281,-15.704315185546875,-3.7804088592529297
-33.85260772705078,-15.749035835266113,-3.7619805335998535
-34.71403884887695,-15.544200897216797,-3.996397018432617
-34.8109016418457,-15.53592586517334,-4.020028591156006
-34.61577224731445,-15.556640625,-3.9799652099609375
-34.518001556396484,-15.565457344055176,-3.957047939300537
-34.421226501464844,-15.574122428894043,-3.9344451427459717
-34.323551177978516,-15.583813667297363,-3.9131529331207275
-34.22425842285156,-15.595989227294922,-3.8960061073303223
-34.1265754699707,-15.60562515258789,-3.8745195865631104
-34.02738952636719,-15.61874008178711,-3.858867645263672
-33.92969512939453,-15.628073692321777,-3.837050676345825
-33.827430725097656,-15.647807121276855,-3.8322434425354004
-34.742008209228516,-15.476004600524902,-4.066377639770508
-34.837379455566406,-15.515639305114746,-4.040376663208008
-34.64583206176758,-15.48199462890625,-4.039202690124512
-34.54819107055664,-15.491707801818848,-4.018002033233643
-34.451271057128906,-15.499603271484375,-3.9937543869018555
-34.353641510009766,-15.509398460388184,-3.9728431701660156
-34.25511932373047,-15.520072937011719,-3.953073501586914
-34.15669631958008,-15.531412124633789,-3.9345638751983643
-34.0614128112793,-15.536542892456055,-3.9059319496154785
-33.963016510009766,-15.548087120056152,-3.8877835273742676
-33.86463165283203,-15.559684753417969,-3.869825839996338
-33.76144790649414,-15.580114364624023,-3.8658995628356934
-33.7254753112793,-15.712869644165039,-3.820173978805542
-34.6745491027832,-15.412148475646973,-4.106393337249756
-34.738739013671875,-15.394046783447266,-4.137629508972168
-34.87583541870117,-15.450419425964355,-4.1064653396606445
-34.81484603881836,-15.38923454284668,-4.1569976806640625
-34.57844543457031,-15.418438911437988,-4.0795464515686035
-34.481422424316406,-15.425594329833984,-4.054156303405762
-34.38292694091797,-15.4364652633667,-4.034746170043945
-34.28462219238281,-15.448626518249512,-4.017664909362793
-34.18614196777344,-15.45956039428711,-3.9984471797943115
-34.0907096862793,-15.463665962219238,-3.968029260635376
-33.99464797973633,-15.470449447631836,-3.94218373298645
-33.897857666015625,-15.479033470153809,-3.919295072555542
-33.79771041870117,-15.492520332336426,-3.904102325439453
-33.69644546508789,-15.512140274047852,-3.899388074874878
-33.659515380859375,-15.638051986694336,-3.8553316593170166
-33.658199310302734,-15.578100204467773,-3.8765647411346436
-34.6541748046875,-15.323308944702148,-4.181155681610107
-34.510833740234375,-15.353531837463379,-4.117684364318848
-34.55461502075195,-15.319437980651855,-4.155989646911621
-34.412437438964844,-15.3650541305542,-4.099434852600098
-34.313114166259766,-15.37720012664795,-4.082194805145264
-34.21561813354492,-15.387938499450684,-4.062779903411865
-34.11952590942383,-15.394511222839355,-4.036579132080078
-34.023983001708984,-15.397838592529297,-4.004830837249756
-33.927093505859375,-15.405721664428711,-3.980581760406494
-33.83033752441406,-15.414742469787598,-3.9585001468658447
-33.73102569580078,-15.426981925964355,-3.941232681274414
-33.59791946411133,-15.5076265335083,-3.9178409576416016
-33.6359977722168,-15.418912887573242,-3.94400954246521
-34.4409294128418,-15.293654441833496,-4.164059638977051
-34.341949462890625,-15.308168411254883,-4.150815963745117
-34.24266052246094,-15.320343971252441,-4.133668899536133
-34.14498519897461,-15.330034255981445,-4.112372875213623
-34.04973220825195,-15.335395812988281,-4.084194183349609
-33.952762603759766,-15.34272289276123,-4.059066295623779
-33.85818862915039,-15.345724105834961,-4.02705192565918
-33.76127243041992,-15.353647232055664,-4.002899646759033
-33.664329528808594,-15.361150741577148,-3.978034257888794
-34.41516876220703,-15.246169090270996,-4.1969380378723145
-34.49277114868164,-15.252302169799805,-4.19898796081543
-34.273590087890625,-15.244916915893555,-4.191737651824951
-34.333065032958984,-15.200185775756836,-4.2400970458984375
-34.173587799072266,-15.259394645690918,-4.178234100341797
-34.07685470581055,-15.268357276916504,-4.155961990356445
-33.980613708496094,-15.27391242980957,-4.127976417541504
-33.884403228759766,-15.279471397399902,-4.0999884605407715
-33.78984832763672,-15.282803535461426,-4.068403244018555
-33.69301986694336,-15.291128158569336,-4.0449628829956055
-33.575523376464844,-15.347137451171875,-3.9810874462127686
-33.61518859863281,-15.305488586425781,-4.019628047943115
-34.204612731933594,-15.184404373168945,-4.237111568450928
-34.10607147216797,-15.194951057434082,-4.217276096343994
-34.01002883911133,-15.201855659484863,-4.191498279571533
-33.91468811035156,-15.206607818603516,-4.16225004196167
-33.820770263671875,-15.207114219665527,-4.1259236335754395
-33.72468566894531,-15.213748931884766,-4.099915027618408
-33.626922607421875,-15.222620964050293,-4.0771918296813965
-34.13548278808594,-15.122867584228516,-4.280702590942383
-34.272254943847656,-15.133140563964844,-4.283545970916748
-34.04020690917969,-15.1280517578125,-4.252261638641357
-33.945438385009766,-15.129695892333984,-4.217624664306641
-33.85167694091797,-15.131509780883789,-4.183730125427246
-33.75550079345703,-15.137300491333008,-4.156198978424072
-33.659366607666016,-15.143588066101074,-4.129354000091553
-33.52648162841797,-15.248271942138672,-4.062512397766113
